n;iter;niter;time_GPU_mem;time_CPU;loss_GPU_mem;loss_CPU
115;1;3;0.722522;0.000000;0.001412;-13546430464.000000
115;2;3;0.722518;0.000000;0.001233;-13546430464.000000
117;0;3;0.735102;0.000000;0.001134;-13546430464.000000
117;1;3;0.735253;0.000000;0.001355;-13546430464.000000
117;2;3;0.735182;0.000000;0.001310;-13546430464.000000
119;0;3;0.747746;0.000000;0.001146;-13546430464.000000
119;1;3;0.747782;0.000000;0.001341;-13546430464.000000
119;2;3;1.477116;0.000000;0.001321;-13546430464.000000
121;0;3;0.760287;0.000000;0.001362;-13546430464.000000
121;1;3;0.760358;0.000000;0.001470;-13546430464.000000
121;2;3;0.760450;0.000000;0.001332;-13546430464.000000
123;0;3;0.772961;0.000000;0.001438;-13546430464.000000
123;1;3;0.772952;0.000000;0.001382;-13546430464.000000
123;2;3;0.772937;0.000000;0.001356;-13546430464.000000
125;0;3;0.785523;0.000000;0.001257;-13546430464.000000
125;1;3;0.785483;0.000000;0.001349;-13546430464.000000
125;2;3;0.785416;0.000000;0.001422;-13546430464.000000
127;0;3;0.798148;0.000000;0.001715;-13546430464.000000
127;1;3;0.798168;0.000000;0.001515;-13546430464.000000
127;2;3;1.584765;0.000000;0.001242;-13546430464.000000
129;0;3;0.810732;0.000000;0.001462;-13546430464.000000
129;1;3;0.814825;0.000000;0.001482;-13546430464.000000
129;2;3;0.814815;0.000000;0.001321;-13546430464.000000
131;0;3;1.639439;0.000000;0.001393;-13546430464.000000
131;1;3;0.823396;0.000000;0.001489;-13546430464.000000
131;2;3;0.823296;0.000000;0.001494;-13546430464.000000
133;0;3;1.664934;0.000000;0.001581;-13546430464.000000
133;1;3;0.835718;0.000000;0.001464;-13546430464.000000
133;2;3;0.835716;0.000000;0.001525;-13546430464.000000
135;0;3;0.852493;0.000000;0.001694;-13546430464.000000
135;1;3;0.852456;0.000000;0.001589;-13546430464.000000
135;2;3;0.852418;0.000000;0.001552;-13546430464.000000
137;0;3;0.864880;0.000000;0.001343;-13546430464.000000
137;1;3;0.864950;0.000000;0.001613;-13546430464.000000
137;2;3;0.860656;0.000000;0.001730;-13546430464.000000
139;0;3;0.877406;0.000000;0.001818;-13546430464.000000
139;1;3;0.877534;0.000000;0.001680;-13546430464.000000
139;2;3;1.730308;0.000000;0.001726;-13546430464.000000
141;0;3;0.885674;0.000000;0.001838;-13546430464.000000
141;1;3;0.890131;0.000000;0.001832;-13546430464.000000
141;2;3;0.890043;0.000000;0.001856;-13546430464.000000
143;0;3;0.902573;0.000000;0.001732;-13546430464.000000
143;1;3;0.898004;0.000000;0.001777;-13546430464.000000
143;2;3;0.898016;0.000000;0.001733;-13546430464.000000
145;0;3;0.915175;0.000000;0.001748;-13546430464.000000
145;1;3;0.910718;0.000000;0.002027;-13546430464.000000
145;2;3;0.915305;0.000000;0.001763;-13546430464.000000
147;0;3;0.927719;0.000000;0.001879;-13546430464.000000
147;1;3;0.927783;0.000000;0.002061;-13546430464.000000
147;2;3;0.927735;0.000000;0.001874;-13546430464.000000
149;0;3;0.942191;0.000000;0.001808;-13546430464.000000
149;1;3;0.942309;0.000000;0.001838;-13546430464.000000
149;2;3;0.937459;0.000000;0.001660;-13546430464.000000
