n;iter;niter;time_GPU;time_CPU_rand;loss_GPU;loss_CPU_rand
200;0;2;0.000000;5.889129;0.000000;0.002350
200;1;2;0.000000;5.478942;0.000000;0.002758
300;0;2;0.000000;13.371563;0.000000;nan
300;1;2;0.000000;13.413166;0.000000;0.004021
400;0;2;0.000000;23.522682;0.000000;0.004452
400;1;2;0.000000;23.799282;0.000000;0.004535
500;0;2;0.000000;37.296955;0.000000;0.005369
500;1;2;0.000000;36.896423;0.000000;0.005541
