n;iter;niter;time_GPU;time_CPU;loss_GPU;loss_CPU
22;2;3;0.139367;0.066098;0.000244;0.000259
23;0;3;0.144829;0.068324;0.000243;0.000195
23;1;3;0.287919;0.074765;0.000235;0.000178
23;2;3;0.145570;0.071500;0.000320;0.000152
24;0;3;0.300190;0.077964;0.000301;0.000235
24;1;3;0.150996;0.077819;0.000309;0.000262
24;2;3;0.150996;0.078314;0.000247;0.000229
25;0;3;0.311742;0.083821;0.000280;0.000264
25;1;3;0.157211;0.083949;0.000346;0.000345
25;2;3;0.314066;0.083949;0.000245;0.000233
26;0;3;0.164163;0.090776;0.000272;0.000335
26;1;3;0.164205;0.112010;0.000368;0.000348
26;2;3;0.164262;0.107475;0.000281;0.000303
27;0;3;0.170413;0.115711;0.000275;0.000227
27;1;3;0.170442;0.109366;0.000274;0.000265
27;2;3;0.170388;0.097206;0.000274;0.000418
28;0;3;0.175732;0.108718;0.000283;0.000293
28;1;3;0.175708;0.109877;0.000343;0.000341
28;2;3;0.349306;0.105266;0.000270;0.000323
29;0;3;0.182829;0.132698;0.000321;0.000346
29;1;3;0.363512;0.132969;0.000388;0.000223
29;2;3;0.363507;0.122846;0.000303;0.000294
30;0;3;0.373882;0.123658;0.000273;0.000244
30;1;3;0.373894;0.123421;0.000404;0.000384
30;2;3;0.189040;0.125073;0.000306;0.000366
31;0;3;0.194205;0.127769;0.000313;0.000358
31;1;3;0.386164;0.132494;0.000330;0.000460
31;2;3;0.386212;0.155661;0.000306;0.000376
32;0;3;0.398485;0.135228;0.000338;0.000291
32;1;3;0.201434;0.139531;0.000273;0.000249
32;2;3;0.400494;0.151365;0.000321;0.000411
33;0;3;0.207653;0.175154;0.000318;0.000321
33;1;3;0.207617;0.169810;0.000366;0.000284
33;2;3;0.207654;0.175152;0.000403;0.000374
34;0;3;0.425200;0.152450;0.000396;0.000336
34;1;3;0.425170;0.181845;0.000400;0.000494
34;2;3;0.213843;0.181178;0.000273;0.000413
35;0;3;0.218912;0.190183;0.000448;0.000347
35;1;3;0.218883;0.190010;0.000378;0.000371
35;2;3;0.435320;0.188684;0.000377;0.000247
36;0;3;0.449847;0.174726;0.000458;0.000376
36;1;3;0.449872;0.176971;0.000408;0.000473
36;2;3;0.449891;0.184472;0.000301;0.000386
37;0;3;0.231285;0.211924;0.000483;0.000434
37;1;3;0.462218;0.212256;0.000348;0.000403
37;2;3;0.462273;0.212100;0.000388;0.000411
38;0;3;0.471965;0.187924;0.000495;0.000433
38;1;3;0.237365;0.188334;0.000427;0.000453
38;2;3;0.474564;0.192945;0.000316;0.000361
39;0;3;0.244907;0.203180;0.000454;0.000409
39;1;3;0.243598;0.295928;0.000565;0.000389
39;2;3;0.486825;0.241825;0.000484;0.000525
40;0;3;0.499227;0.215243;0.000497;0.000422
40;1;3;0.499207;0.252790;0.000456;0.000327
40;2;3;0.250995;0.252672;0.000409;0.000429
41;0;3;0.257321;0.217668;0.000592;0.000409
41;1;3;0.508895;0.259387;0.000449;0.000494
41;2;3;0.508946;0.258570;0.000575;0.000528
42;0;3;0.523905;0.238897;0.000462;0.000550
42;1;3;0.263464;0.363189;0.000478;0.000453
42;2;3;0.262145;0.271141;0.000565;0.000515
43;0;3;0.268318;0.248546;0.000415;0.000433
43;1;3;0.268326;0.260720;0.000502;0.000506
43;2;3;0.269695;0.290190;0.000542;0.000539
44;0;3;0.548601;0.296864;0.000579;0.000517
44;1;3;0.274533;0.287026;0.000494;0.000401
44;2;3;0.275745;0.255904;0.000396;0.000644
45;0;3;0.280653;0.260887;0.000436;0.000509
45;1;3;0.560711;0.261004;0.000486;0.000491
45;2;3;0.282129;0.261388;0.000529;0.000476
46;0;3;0.286796;0.272703;0.000562;0.000487
46;1;3;0.286802;0.274028;0.000541;0.000630
46;2;3;0.286678;0.279068;0.000380;0.000471
47;0;3;0.582722;0.291346;0.000493;0.000463
47;1;3;0.294409;0.292354;0.000523;0.000639
47;2;3;0.294488;0.314039;0.000592;0.000607
48;0;3;0.594882;0.360372;0.000529;0.000421
48;1;3;0.299026;0.355451;0.000460;0.000471
48;2;3;0.300777;0.308543;0.000583;0.000521
49;0;3;0.607244;0.308115;0.000516;0.000522
49;1;3;0.305336;0.311965;0.000465;0.000461
49;2;3;0.306901;0.376543;0.000492;0.000506
50;0;3;0.311572;0.381736;0.000478;0.000489
50;1;3;0.619815;0.388573;0.000499;0.000541
50;2;3;0.313178;0.381437;0.000573;0.000614
51;0;3;0.319043;0.334661;0.000512;0.000503
51;1;3;0.319052;0.414439;0.000573;0.000434
51;2;3;0.635416;0.335577;0.000605;0.000753
52;0;3;0.325245;0.347695;0.000564;0.000554
52;1;3;0.647632;0.346521;0.000646;0.000529
52;2;3;0.644307;0.358253;0.000528;0.000675
53;0;3;0.331610;0.427415;0.000600;0.000590
53;1;3;0.660717;0.436428;0.000459;0.000690
53;2;3;0.657355;0.433520;0.000545;0.000464
54;0;3;0.673130;0.375602;0.000566;0.000516
54;1;3;0.335957;0.443879;0.000652;0.000606
54;2;3;0.337830;0.445895;0.000500;0.000674
55;0;3;0.344204;0.467106;0.000582;0.000591
55;1;3;0.342150;0.393856;0.000512;0.000627
55;2;3;0.342113;0.386499;0.000460;0.000575
56;0;3;0.348341;0.707094;0.000478;0.000580
56;1;3;0.350487;0.702544;0.000578;0.000608
56;2;3;0.350182;0.476287;0.000478;0.000609
57;0;3;0.709204;0.662918;0.000549;0.000663
57;1;3;0.356627;0.491490;0.000673;0.000572
57;2;3;0.705534;0.500592;0.000609;0.000685
58;0;3;0.362807;0.440344;0.000667;0.000673
58;1;3;0.718714;0.455704;0.000529;0.000505
58;2;3;0.362841;0.517565;0.000502;0.000651
59;0;3;0.734827;0.535527;0.000637;0.000517
59;1;3;0.368759;0.503371;0.000547;0.000703
59;2;3;0.368953;0.444210;0.000493;0.000676
60;0;3;0.742317;0.466644;0.000599;0.000693
60;1;3;0.374995;0.481061;0.000615;0.000636
60;2;3;0.747194;0.483796;0.000665;0.000580
61;0;3;0.379071;0.505369;0.000817;0.000665
61;1;3;0.379133;0.560532;0.000619;0.000746
61;2;3;0.755625;0.555772;0.000566;0.000622
62;0;3;0.766894;0.489426;0.000697;0.000670
62;1;3;0.387408;0.501887;0.000668;0.000728
62;2;3;0.771848;0.497149;0.000566;0.000723
63;0;3;0.784346;0.559951;0.000729;0.000636
63;1;3;0.783245;0.611317;0.000636;0.000688
63;2;3;0.393857;0.507956;0.000546;0.000599
64;0;3;0.795584;0.533564;0.000655;0.000676
64;1;3;0.400030;0.528706;0.000656;0.000652
64;2;3;0.399990;0.641603;0.000795;0.000708
65;0;3;0.406359;0.646413;0.000739;0.000640
65;1;3;0.406354;0.700476;0.000807;0.000689
65;2;3;0.808125;0.636117;0.000741;0.000601
66;0;3;0.821662;0.670527;0.000567;0.000924
66;1;3;0.412589;0.671250;0.000673;0.000741
66;2;3;0.817398;0.594429;0.000620;0.000764
67;0;3;0.828729;0.584302;0.000699;0.000660
67;1;3;0.418484;0.689719;0.000815;0.000694
67;2;3;0.418485;0.579655;0.000813;0.000777
68;0;3;0.425138;0.703861;0.000802;0.000755
68;1;3;0.425128;0.607190;0.000786;0.000657
68;2;3;0.422518;0.602027;0.000755;0.000679
69;0;3;0.431374;0.703432;0.000901;0.000733
69;1;3;0.854761;0.744226;0.000787;0.000886
69;2;3;0.431400;0.727547;0.000805;0.000809
70;0;3;0.435014;0.630074;0.000754;0.000877
70;1;3;0.437249;0.639038;0.000745;0.000802
70;2;3;0.437229;0.719296;0.000801;0.000975
71;0;3;0.882974;0.658361;0.000842;0.000832
71;1;3;0.882961;0.789725;0.000863;0.000751
71;2;3;0.443573;0.667742;0.000920;0.000898
72;0;3;0.447482;0.661619;0.000943;0.000846
72;1;3;0.447537;0.662616;0.000913;0.000948
72;2;3;0.449756;0.787755;0.000713;0.000812
73;0;3;0.456500;0.790575;0.000774;0.001026
73;1;3;0.456529;0.683414;0.000837;0.000908
73;2;3;0.453687;0.688999;0.000974;0.000950
74;0;3;0.919771;0.691980;0.001231;0.001024
74;1;3;0.922045;0.699063;0.000736;0.000871
74;2;3;0.926899;0.822365;0.000974;0.000956
75;0;3;0.934575;0.765861;0.000864;0.001172
75;1;3;0.933407;0.869067;0.000885;0.000824
75;2;3;0.939239;0.863704;0.000865;0.000974
76;0;3;0.950816;1.137295;0.000867;0.000880
76;1;3;0.475285;0.825744;0.000972;0.001008
76;2;3;0.950813;0.878529;0.001044;0.000906
77;0;3;0.484384;1.009437;0.001050;0.000915
77;1;3;0.484300;0.766970;0.001067;0.000822
77;2;3;0.484256;0.905765;0.000990;0.000839
78;0;3;0.487678;0.933863;0.000820;0.000942
78;1;3;0.487742;0.767326;0.000841;0.001047
78;2;3;0.490097;1.039551;0.000933;0.000934
79;0;3;0.496982;0.796713;0.000935;0.000847
79;1;3;0.493797;0.808776;0.001076;0.000950
79;2;3;0.988344;0.946921;0.000884;0.000770
80;0;3;0.502755;0.816215;0.000966;0.000971
80;1;3;0.502829;0.928072;0.000834;0.001012
80;2;3;0.995993;0.963228;0.000985;0.000842
81;0;3;0.509661;0.959308;0.000882;0.000915
81;1;3;1.009526;0.825111;0.000986;0.000962
81;2;3;0.506664;0.817196;0.001225;0.000945
82;0;3;0.515076;0.861265;0.001001;0.000846
82;1;3;1.026084;1.013029;0.000968;0.000989
82;2;3;0.515847;0.875435;0.000856;0.000904
83;0;3;0.522273;1.052973;0.001053;0.000929
83;1;3;0.519356;1.005743;0.000893;0.001001
83;2;3;0.519275;0.921157;0.001061;0.001045
84;0;3;1.052407;1.019054;0.000969;0.001046
84;1;3;1.051081;1.035239;0.000997;0.000970
84;2;3;0.528564;0.937702;0.001088;0.000874
85;0;3;0.534561;0.967344;0.001092;0.001075
85;1;3;1.058455;0.988766;0.001107;0.000885
85;2;3;0.534374;1.025784;0.001131;0.001001
86;0;3;1.072028;1.090644;0.001117;0.001058
86;1;3;0.541142;1.080692;0.001058;0.000968
86;2;3;0.540896;0.936051;0.001117;0.000922
87;0;3;0.547180;0.968041;0.000909;0.000996
87;1;3;1.089051;1.006208;0.000900;0.000978
87;2;3;1.090445;1.131505;0.000952;0.000963
88;0;3;0.553418;1.091514;0.001062;0.000969
88;1;3;0.553447;0.977946;0.001116;0.001065
88;2;3;1.102947;0.985660;0.000899;0.001086
89;0;3;0.559438;1.196872;0.001294;0.001067
89;1;3;0.559611;1.071567;0.001139;0.001094
89;2;3;0.560000;1.142852;0.001128;0.000930
90;0;3;0.566094;1.130627;0.001033;0.001152
90;1;3;0.565870;1.043894;0.001199;0.001007
90;2;3;0.565931;1.036085;0.000979;0.001077
91;0;3;0.572350;1.041739;0.001158;0.000989
91;1;3;0.572438;1.257657;0.001024;0.001045
91;2;3;0.572406;1.083715;0.001072;0.001118
92;0;3;1.146081;1.160644;0.001069;0.001237
92;1;3;0.578816;1.143303;0.001138;0.001043
92;2;3;0.578675;1.078673;0.001045;0.001032
93;0;3;1.164466;1.264920;0.001154;0.001072
93;1;3;0.585336;1.217922;0.001001;0.001038
93;2;3;1.159993;1.347275;0.000966;0.001095
94;0;3;0.591761;1.207847;0.000920;0.000950
94;1;3;0.591250;1.167725;0.001134;0.001077
94;2;3;0.591776;1.411051;0.001160;0.001150
95;0;3;0.597748;1.536869;0.001004;0.000972
95;1;3;0.597616;1.315539;0.000990;0.001036
95;2;3;0.597498;1.383024;0.001149;0.001004
96;0;3;0.603823;1.405114;0.001207;0.001140
96;1;3;1.202199;1.390522;0.001107;0.001059
96;2;3;0.603856;1.280185;0.001170;0.001099
97;0;3;1.216362;1.215568;0.001130;0.001134
97;1;3;0.610279;1.442898;0.001080;0.001064
97;2;3;0.610385;1.435106;0.001163;0.001076
98;0;3;1.229332;1.464976;0.001156;0.001296
98;1;3;0.616506;1.511673;0.001332;0.001080
98;2;3;0.616479;1.336317;0.001195;0.001186
99;0;3;0.622722;1.270267;0.001353;0.001142
99;1;3;1.233161;1.352017;0.000983;0.001158
99;2;3;0.622825;1.467676;0.001007;0.001117
100;0;3;1.245564;1.375758;0.001155;0.001000
100;1;3;1.254529;1.434209;0.001125;0.001335
100;2;3;0.629015;1.373366;0.001055;0.001122
