n;iter;niter;time_GPU_mem;time_CPU;loss_GPU_mem;loss_CPU
23;0;3;0.144436;0.000000;0.000243;0.000000
23;1;3;0.145177;0.000000;0.000235;0.000000
23;2;3;0.144458;0.000000;0.000320;0.000000
24;0;3;0.150593;0.000000;0.000301;0.000000
24;1;3;0.150619;0.000000;0.000309;0.000000
24;2;3;0.151359;0.000000;0.000247;0.000000
25;0;3;0.156764;0.000000;0.000280;0.000000
25;1;3;0.157567;0.000000;0.000346;0.000000
25;2;3;0.157550;0.000000;0.000245;0.000000
26;0;3;0.162921;0.000000;0.000272;0.000000
26;1;3;0.163745;0.000000;0.000368;0.000000
26;2;3;0.162927;0.000000;0.000281;0.000000
27;0;3;0.169938;0.000000;0.000275;0.000000
27;1;3;0.169929;0.000000;0.000274;0.000000
27;2;3;0.169086;0.000000;0.000274;0.000000
28;0;3;0.176124;0.000000;0.000283;0.000000
28;1;3;0.176141;0.000000;0.000343;0.000000
28;2;3;0.176114;0.000000;0.000270;0.000000
29;0;3;0.181398;0.000000;0.000321;0.000000
29;1;3;0.359046;0.000000;0.000388;0.000000
29;2;3;0.359037;0.000000;0.000303;0.000000
30;0;3;0.187558;0.000000;0.000273;0.000000
30;1;3;0.188542;0.000000;0.000404;0.000000
30;2;3;0.188505;0.000000;0.000306;0.000000
31;0;3;0.193715;0.000000;0.000313;0.000000
31;1;3;0.193728;0.000000;0.000330;0.000000
31;2;3;0.193720;0.000000;0.000306;0.000000
32;0;3;0.200882;0.000000;0.000338;0.000000
32;1;3;0.200908;0.000000;0.000273;0.000000
32;2;3;0.200889;0.000000;0.000321;0.000000
33;0;3;0.206028;0.000000;0.000318;0.000000
33;1;3;0.205975;0.000000;0.000366;0.000000
33;2;3;0.207044;0.000000;0.000403;0.000000
34;0;3;0.212126;0.000000;0.000396;0.000000
34;1;3;0.213173;0.000000;0.000400;0.000000
34;2;3;0.212185;0.000000;0.000273;0.000000
35;0;3;0.218389;0.000000;0.000448;0.000000
35;1;3;0.218375;0.000000;0.000378;0.000000
35;2;3;0.218415;0.000000;0.000377;0.000000
36;0;3;0.225650;0.000000;0.000458;0.000000
36;1;3;0.225595;0.000000;0.000408;0.000000
36;2;3;0.224501;0.000000;0.000301;0.000000
37;0;3;0.231703;0.000000;0.000483;0.000000
37;1;3;0.231736;0.000000;0.000348;0.000000
37;2;3;0.456659;0.000000;0.000388;0.000000
38;0;3;0.237923;0.000000;0.000495;0.000000
38;1;3;0.237910;0.000000;0.000427;0.000000
38;2;3;0.237882;0.000000;0.000316;0.000000
39;0;3;0.244085;0.000000;0.000454;0.000000
39;1;3;0.242824;0.000000;0.000565;0.000000
39;2;3;0.242855;0.000000;0.000484;0.000000
40;0;3;0.250298;0.000000;0.000497;0.000000
40;1;3;0.248996;0.000000;0.000456;0.000000
40;2;3;0.250441;0.000000;0.000409;0.000000
41;0;3;0.255159;0.000000;0.000592;0.000000
41;1;3;0.256640;0.000000;0.000449;0.000000
41;2;3;0.256638;0.000000;0.000575;0.000000
42;0;3;0.518026;0.000000;0.000462;0.000000
42;1;3;0.262810;0.000000;0.000478;0.000000
42;2;3;0.261334;0.000000;0.000565;0.000000
43;0;3;0.267492;0.000000;0.000416;0.000000
43;1;3;0.268981;0.000000;0.000502;0.000000
43;2;3;0.268859;0.000000;0.000542;0.000000
44;0;3;0.275152;0.000000;0.000579;0.000000
44;1;3;0.275149;0.000000;0.000494;0.000000
44;2;3;0.274972;0.000000;0.000396;0.000000
45;0;3;0.281206;0.000000;0.000436;0.000000
45;1;3;0.279916;0.000000;0.000486;0.000000
45;2;3;0.279912;0.000000;0.000529;0.000000
46;0;3;0.287559;0.000000;0.000562;0.000000
46;1;3;0.287397;0.000000;0.000541;0.000000
46;2;3;0.286144;0.000000;0.000380;0.000000
47;0;3;0.293560;0.000000;0.000493;0.000000
47;1;3;0.292255;0.000000;0.000523;0.000000
47;2;3;0.292224;0.000000;0.000592;0.000000
48;0;3;0.299755;0.000000;0.000529;0.000000
48;1;3;0.298389;0.000000;0.000460;0.000000
48;2;3;0.298385;0.000000;0.000583;0.000000
49;0;3;0.304595;0.000000;0.000516;0.000000
49;1;3;0.304272;0.000000;0.000465;0.000000
49;2;3;0.304350;0.000000;0.000492;0.000000
50;0;3;0.310738;0.000000;0.000478;0.000000
50;1;3;0.615992;0.000000;0.000499;0.000000
50;2;3;0.312327;0.000000;0.000573;0.000000
51;0;3;0.316863;0.000000;0.000512;0.000000
51;1;3;0.318226;0.000000;0.000573;0.000000
51;2;3;0.316900;0.000000;0.000605;0.000000
52;0;3;0.324683;0.000000;0.000564;0.000000
52;1;3;0.324676;0.000000;0.000645;0.000000
52;2;3;0.324667;0.000000;0.000528;0.000000
53;0;3;0.328891;0.000000;0.000600;0.000000
53;1;3;0.330891;0.000000;0.000459;0.000000
53;2;3;0.655071;0.000000;0.000545;0.000000
54;0;3;0.337041;0.000000;0.000566;0.000000
54;1;3;0.337067;0.000000;0.000652;0.000000
54;2;3;0.337033;0.000000;0.000500;0.000000
55;0;3;0.341183;0.000000;0.000582;0.000000
55;1;3;0.343249;0.000000;0.000512;0.000000
55;2;3;0.343236;0.000000;0.000460;0.000000
56;0;3;0.347362;0.000000;0.000478;0.000000
56;1;3;0.351067;0.000000;0.000578;0.000000
56;2;3;0.351881;0.000000;0.000478;0.000000
57;0;3;0.355863;0.000000;0.000549;0.000000
57;1;3;0.357727;0.000000;0.000673;0.000000
57;2;3;0.357897;0.000000;0.000609;0.000000
58;0;3;0.364100;0.000000;0.000667;0.000000
58;1;3;0.717553;0.000000;0.000529;0.000000
58;2;3;0.364161;0.000000;0.000502;0.000000
59;0;3;0.370184;0.000000;0.000637;0.000000
59;1;3;0.370175;0.000000;0.000547;0.000000
59;2;3;0.370229;0.000000;0.000493;0.000000
60;0;3;0.376784;0.000000;0.000599;0.000000
60;1;3;0.376741;0.000000;0.000615;0.000000
60;2;3;0.376777;0.000000;0.000665;0.000000
61;0;3;0.380691;0.000000;0.000817;0.000000
61;1;3;0.382984;0.000000;0.000619;0.000000
61;2;3;0.383005;0.000000;0.000566;0.000000
62;0;3;0.386962;0.000000;0.000697;0.000000
62;1;3;0.388911;0.000000;0.000668;0.000000
62;2;3;0.389067;0.000000;0.000566;0.000000
63;0;3;0.395513;0.000000;0.000729;0.000000
63;1;3;0.395496;0.000000;0.000636;0.000000
63;2;3;0.395091;0.000000;0.000546;0.000000
64;0;3;0.793702;0.000000;0.000655;0.000000
64;1;3;0.399303;0.000000;0.000656;0.000000
64;2;3;0.399290;0.000000;0.000795;0.000000
65;0;3;0.405578;0.000000;0.000739;0.000000
65;1;3;0.405565;0.000000;0.000807;0.000000
65;2;3;0.405601;0.000000;0.000741;0.000000
66;0;3;0.818479;0.000000;0.000567;0.000000
66;1;3;0.414006;0.000000;0.000673;0.000000
66;2;3;0.413988;0.000000;0.000620;0.000000
67;0;3;0.419284;0.000000;0.000699;0.000000
67;1;3;0.418141;0.000000;0.000815;0.000000
67;2;3;0.418056;0.000000;0.000813;0.000000
68;0;3;0.426571;0.000000;0.000802;0.000000
68;1;3;0.426475;0.000000;0.000786;0.000000
68;2;3;0.426530;0.000000;0.000755;0.000000
69;0;3;0.432739;0.000000;0.000901;0.000000
69;1;3;0.432735;0.000000;0.000787;0.000000
69;2;3;0.432731;0.000000;0.000805;0.000000
70;0;3;0.439044;0.000000;0.000754;0.000000
70;1;3;0.439038;0.000000;0.000745;0.000000
70;2;3;0.436828;0.000000;0.000801;0.000000
71;0;3;0.445888;0.000000;0.000842;0.000000
71;1;3;0.885270;0.000000;0.000863;0.000000
71;2;3;0.445410;0.000000;0.000920;0.000000
72;0;3;0.451717;0.000000;0.000943;0.000000
72;1;3;0.451663;0.000000;0.000913;0.000000
72;2;3;0.451731;0.000000;0.000713;0.000000
73;0;3;0.455624;0.000000;0.000774;0.000000
73;1;3;0.455698;0.000000;0.000837;0.000000
73;2;3;0.455727;0.000000;0.000974;0.000000
74;0;3;0.464368;0.000000;0.001231;0.000000
74;1;3;0.464363;0.000000;0.000736;0.000000
74;2;3;0.464302;0.000000;0.000974;0.000000
75;0;3;0.468218;0.000000;0.000864;0.000000
75;1;3;0.468281;0.000000;0.000885;0.000000
75;2;3;0.470994;0.000000;0.000865;0.000000
76;0;3;0.474489;0.000000;0.000867;0.000000
76;1;3;0.474490;0.000000;0.000972;0.000000
76;2;3;0.477290;0.000000;0.001044;0.000000
77;0;3;0.483246;0.000000;0.001050;0.000000
77;1;3;0.483198;0.000000;0.001067;0.000000
77;2;3;0.483143;0.000000;0.000990;0.000000
78;0;3;0.489339;0.000000;0.000820;0.000000
78;1;3;0.487002;0.000000;0.000841;0.000000
78;2;3;0.486944;0.000000;0.000933;0.000000
79;0;3;0.495681;0.000000;0.000935;0.000000
79;1;3;0.493200;0.000000;0.001076;0.000000
79;2;3;0.496156;0.000000;0.000884;0.000000
80;0;3;0.499517;0.000000;0.000966;0.000000
80;1;3;0.499569;0.000000;0.000834;0.000000
80;2;3;0.502124;0.000000;0.000985;0.000000
81;0;3;0.508780;0.000000;0.000882;0.000000
81;1;3;0.508796;0.000000;0.000986;0.000000
81;2;3;0.508789;0.000000;0.001225;0.000000
82;0;3;0.512150;0.000000;0.001001;0.000000
82;1;3;0.515032;0.000000;0.000968;0.000000
82;2;3;0.515090;0.000000;0.000856;0.000000
83;0;3;0.518407;0.000000;0.001053;0.000000
83;1;3;0.518411;0.000000;0.000893;0.000000
83;2;3;0.518430;0.000000;0.001061;0.000000
84;0;3;0.526919;0.000000;0.000969;0.000000
84;1;3;0.524681;0.000000;0.000997;0.000000
84;2;3;0.524680;0.000000;0.001088;0.000000
85;0;3;0.533721;0.000000;0.001092;0.000000
85;1;3;0.533720;0.000000;0.001107;0.000000
85;2;3;0.533717;0.000000;0.001131;0.000000
86;0;3;0.540029;0.000000;0.001117;0.000000
86;1;3;0.540007;0.000000;0.001058;0.000000
86;2;3;0.540008;0.000000;0.001117;0.000000
87;0;3;0.546285;0.000000;0.000909;0.000000
87;1;3;0.546280;0.000000;0.000900;0.000000
87;2;3;0.546571;0.000000;0.000952;0.000000
88;0;3;0.552917;0.000000;0.001062;0.000000
88;1;3;0.552870;0.000000;0.001116;0.000000
88;2;3;1.094698;0.000000;0.000899;0.000000
89;0;3;0.558840;0.000000;0.001294;0.000000
89;1;3;0.558851;0.000000;0.001139;0.000000
89;2;3;0.558846;0.000000;0.001128;0.000000
90;0;3;0.565152;0.000000;0.001033;0.000000
90;1;3;0.565186;0.000000;0.001199;0.000000
90;2;3;0.565557;0.000000;0.000979;0.000000
91;0;3;0.571758;0.000000;0.001158;0.000000
91;1;3;0.571457;0.000000;0.001024;0.000000
91;2;3;0.571481;0.000000;0.001072;0.000000
92;0;3;0.577747;0.000000;0.001069;0.000000
92;1;3;0.577804;0.000000;0.001138;0.000000
92;2;3;0.577796;0.000000;0.001045;0.000000
93;0;3;0.584079;0.000000;0.001154;0.000000
93;1;3;0.584082;0.000000;0.001001;0.000000
93;2;3;0.584087;0.000000;0.000966;0.000000
94;0;3;0.590356;0.000000;0.000920;0.000000
94;1;3;0.590400;0.000000;0.001134;0.000000
94;2;3;0.590460;0.000000;0.001160;0.000000
95;0;3;0.596992;0.000000;0.001004;0.000000
95;1;3;0.597105;0.000000;0.000990;0.000000
95;2;3;0.596594;0.000000;0.001149;0.000000
96;0;3;0.602898;0.000000;0.001207;0.000000
96;1;3;0.603245;0.000000;0.001107;0.000000
96;2;3;0.603292;0.000000;0.001170;0.000000
97;0;3;0.609072;0.000000;0.001130;0.000000
97;1;3;0.609272;0.000000;0.001080;0.000000
97;2;3;0.609341;0.000000;0.001163;0.000000
98;0;3;0.615608;0.000000;0.001156;0.000000
98;1;3;0.615591;0.000000;0.001332;0.000000
98;2;3;0.615425;0.000000;0.001195;0.000000
99;0;3;0.621959;0.000000;0.001353;0.000000
99;1;3;0.621844;0.000000;0.000983;0.000000
99;2;3;0.621835;0.000000;0.001007;0.000000
100;0;3;0.628182;0.000000;0.001155;0.000000
100;1;3;0.628255;0.000000;0.001125;0.000000
100;2;3;0.628012;0.000000;0.001055;0.000000
